path,title,image,description,lastModified
/blogs/ddt/ai/how-llms-actually-work,The Mathematical Magic Behind LLMs: How They Actually Work,/default-meta-image.png?width=1200&format=pjpg&optimize=medium,"Large language models (LLMs) like ChatGPT have transformed artificial intelligence, enabling machines to generate coherent text, answer questions, and write code. Behind their seemingly magical ...",1749485310
/blogs/ddt/ai/model-and-dataset-versioning-strategy,Initialize models,,"When working with machine learning models, especially large language models, proper versioning is crucial for reproducibility and tracking changes over time. Here's how to implement ...",1749485310
/blogs/ddt/integrations/ipynbviewer,IpynbViewer,/default-meta-image.png?width=1200&format=pjpg&optimize=medium,,1763048573
/blogs/ddt/integrations/llms,Edge Delivery Services Framework Integrations,/default-meta-image.png?width=1200&format=pjpg&optimize=medium,"Technical blog and portfolio showcasing modern JavaScript framework integrations with Adobe Edge Delivery Services, demonstrating how to build interactive experiences while maintaining performance. From vanilla ...",1750073722
/blogs/ddt/complete-technical-training-for-adobe-eds-blocks,EDS Custom Blocks: Complete AI-Led Technical Training,/blogs/ddt/media_152c727dd613926ac218d93f06aa112b208795373.png?width=1200&format=pjpg&optimize=medium,An Interactive Tutorial for Mastering Adobe Edge Delivery Services Block Development,1751372926
/blogs/ddt/adobe-edge-delivery-services-full-guide-for-devs-architects-and-ai,"Adobe Edge Delivery Services - Full Guide for Devs, Architects and AI",/blogs/ddt/media_1f0bcc0da97654c19b3041fab31210a8f7ffdbdf5.png?width=1200&format=pjpg&optimize=medium,Analysis of Franklin/Edge Delivery Services Document Transformation From Google Doc to HTML: The Transformation Process,1749485310
/blogs/ddt/taming-ai-code-modifications-a-case-study-in-structured-prompting,Taming AI Code Modifications: A Case Study in Structured Prompting,/default-meta-image.png?width=1200&format=pjpg&optimize=medium,"We've all heard the joke in the AI development community: ""Tell AI there's a bug in the code, and it'll fix it... creating two new ...",1749485310
/blogs/ddt/trust-and-verify-when-internet-drama-meets-reality,Trust and Verify: When Internet Drama Meets Reality,/default-meta-image.png?width=1200&format=pjpg&optimize=medium,"I have a confession to make. Last week, I read an article about DeepSeek's ""scary"" terms of service and immediately shared it with my colleagues. ...",1749485310
/blogs/ddt/creating-an-llms-txt,Creating an llms.txt File: A Comprehensive Guide,/blogs/ddt/media_18946a422a672b89ea54eb5730af79c4c574b8097.png?width=1200&format=pjpg&optimize=medium,"The blog post describes the function and content of the llms.txt file. This file guides how Large Language Models (LLMs) interact with website content, including advanced topics like AI behavior, error handling, and human readability. It also details implementation for monitoring, reporting, and response procedures. The text concludes with a complete llms.txt example and additional resources.",1749485310
/blogs/the-ai-tipping-point-a-consultants-takeaways-from-cms-kickoff-2024,The AI Tipping Point: A Consultant's Takeaways from CMS Kickoff 2024,/blogs/media_197d9e1f941f9dd145c6ae0f8ba133683c367b248.jpg?width=1200&format=pjpg&optimize=medium,"As a first-time attendee at the Boye & Company event, I didn't know what to expect. But the speakers and content left me with a ...",1749485310
/blogs/ddt/ai/the-billion-dollar-runtime-that-finally-got-my-attention,The Billion-Dollar Runtime That Finally Got My Attention,/blogs/ddt/ai/media_1ca329a66e826350cf86a7eb6f2db5708e87494bd.png?width=1200&format=pjpg&optimize=medium,Anthropic's acquisition of Bun changes the JavaScript runtime conversation from an interesting experiment to battle-tested infrastructure worth investigating.,1764961978
/blogs/ddt/ai/building-adobe-eds-components-simple-tools-ai-collaboration,"Building Adobe EDS Components - Simple Tools, AI Collaboration",/blogs/ddt/ai/media_1984a9510094bdf423caae96c957dabefc2c04969.png?width=1200&format=pjpg&optimize=medium,"A zero-dependency framework for Adobe Edge Delivery Services development using vanilla JavaScript, detailed documentation, and AI integration.",1765205788
/migrating-adobe-edge-delivery-services-to-cloudflare-a-practical-guide,Migrating Adobe Edge Delivery Services to Cloudflare - A Practical Guide,/media_1f93adcfc88ecf18499c473ff8d23f1b8002708ed.png?width=1200&format=pjpg&optimize=medium,"A practical guide to migrating from Fastly to Cloudflare for Adobe EDS, including setup steps, troubleshooting common errors, and cost savings.",1765279572
/blogs/ddt/integrations/case-study-architecting-testable-cloudflare-workers-for-adobe-eds,Case Study - Architecting Testable Cloudflare Workers for Adobe EDS,/blogs/ddt/integrations/media_138f057ed2a8c1e5f099adf39eead6e7053fbe0ae.png?width=1200&format=pjpg&optimize=medium,"A pattern for building reliable, maintenance-free edge logic for Adobe EDS that makes SEO simple for authors",1765393627
/blogs/ddt/integrations/building-testable-cloudflare-workers,Building Testable Cloudflare Workers,/blogs/ddt/integrations/media_12b8cb2120d04c2ca0bd557e45e745b954c5c44ba.png?width=1200&format=pjpg&optimize=medium,"A two-file pattern for testing Cloudflare Workers using pure functions, eliminating runtime dependencies and complex mocks",1765639426
/blogs/ddt/ai/the-email-command-channel-why-your-ai-setup-is-a-security-problem,The Email Command Channel - Why Your AI Setup Is a Security Problem,/blogs/ddt/ai/media_10e5c1a2cb399d51a2fcfd2c09991f03f0dc6e987.png?width=1200&format=pjpg&optimize=medium,"AI browser extensions inherit your authenticated banking sessions, and email command channels create exploitable vulnerabilities that banks cannot detect.",1766083281
/blogs/ddt/ai/the-platform-race-how-three-tech-giants-launched-agent-commerce-in-seven-days,The Platform Race - How Three Tech Giants Launched Agent Commerce in Seven Days,,"Three major platforms launched AI agent commerce systems in seven days. Google and OpenAI chose open protocols, Microsoft went proprietary. What this means for businesses, developers, and the future of online shopping.",1768221034
/blogs/ddt/ai/the-customers-you-can-t-see-are-already-leaving,The Customers You Can't See Are Already Leaving,,"AI agents are visiting your website right now, attempting purchases on behalf of real customers. When they encounter friction, they don't report errors—they simply leave.",1768342626
/is-the-cms-a-destination-or-a-workflow,Is the CMS a Destination or a Workflow,/media_1f3098f805003892f44dca48ab53dcb94e55ec009.png?width=1200&format=pjpg&optimize=medium,"A look at the evolution of the CMS from a proprietary ""copy-paste"" dashboard to an invisible, document-based workflow powered by the tools your team already uses.",1768387617
/blogs/ddt/ai/your-website-has-invisible-customers-and-they-re-sending-business-to-your-competitors,Your Website Has Invisible Customers - And They're Sending Business to Your Competitors,/blogs/ddt/ai/media_139a97cb12a786a91dad8c58abe37850bd4eef7eb.png?width=1200&format=pjpg&optimize=medium,"Introducing ""The Invisible Users"" - a guide to designing websites that work for AI agents, accessibility, and everyone else.",1768675194
/blogs/mx/content-operations,What is Content Operations,/blogs/mx/media_1e3b0874cd6c6e7518e00576f96dc39dfc75db0fc.png?width=1200&format=pjpg&optimize=medium,"Content Operations, often abbreviated as Content Ops, refers to the set of processes, tools, and strategies employed to manage content lifecycle efficiently across an organization. ...",1769094971
/blogs/ddt/ai/claude-shannon-the-man-behind-the-name,Claude Shannon - The Man Behind the Name,,"How a mathematician from Michigan shaped the foundations of computing, artificial intelligence, and inspired the naming of one of today's most prominent AI systems.",1770149166
/boya-notra-complete-usage-guide,BOYA Notra: Complete Usage Guide,/default-meta-image.png?width=1200&format=pjpg&optimize=medium,"The BOYA Notra is an AI-powered voice recorder designed to capture, transcribe, and organise conversations. Its slim, magnetic design allows it to attach to your ...",1770730888
